"Test Results for Recipe KI35 | USPs on PLPs | ALL | CRO-6718"
"Export Date","2026-03-02 17:02:50 UTC+00:00"
"Report Date Range","2026-02-04 07:25:22 UTC+00:00 - 2026-03-02 23:59:59 UTC+00:00"
"Test Type","A/B test"
"Started on","2026-02-04 07:25:22 UTC+00:00"
"Report Segment","All Experience's visitors"
"Order Value Outlier Processing",none
"Products Count Outlier Processing",none

Timestamp,"Variation Id",Event,"Goal Ids",Revenue,"Products Ordered",Browser,Country
1772216070209,1004436127,conversion,1004106427,,,safari,ZA
1772214873865,1004436128,conversion,1004106427,,,safari,ZA
1772213277787,1004436127,conversion,1004106427,,,safari,ZA
1772213084466,1004436128,conversion,1004106427,,,safari,ZA
1772211608638,1004436128,conversion,1004106427,,,chrome,ZA
1772209532587,1004436128,conversion,1004106427,,,safari,ZA
1772209065726,1004436128,conversion,1004106427,,,safari,ZA
1772208820449,1004436128,conversion,1004106427,,,safari,ZA
1772207175420,1004436127,conversion,1004106427,,,safari,ZA
1772206766978,1004436127,conversion,1004106427,,,chrome,ZA
1772206543815,1004436127,conversion,1004106427,,,safari,ZA
1772205372621,1004436128,conversion,1004106427,,,edge,ZA
1772204430198,1004436127,conversion,1004106427,,,safari,ZA
1772203880731,1004436127,conversion,1004106427,,,chrome,ZA
1772203591977,1004436128,conversion,1004106427,,,chrome,ZA
1772203128583,1004436127,conversion,1004106427,,,chrome,ZA
1772202866511,1004436128,conversion,1004106427,,,safari,ZA
1772202855138,1004436127,conversion,1004106427,,,safari,GB
1772200170972,1004436127,conversion,1004106427,,,safari,ZA
1772199951891,1004436127,conversion,1004106427,,,chrome,IE
1772199438762,1004436128,conversion,1004106427,,,safari,ZA
1772198406053,1004436128,conversion,1004106427,,,chrome,ZA
1772197912681,1004436127,conversion,1004106427,,,safari,ZA
1772197896090,1004436128,conversion,1004106427,,,safari,ZA
1772197862981,1004436128,conversion,1004106427,,,safari,ZA
1772196111024,1004436128,conversion,1004106427,,,chrome,ZA
1772195988386,1004436127,conversion,1004106427,,,chrome,ZA
1772195050262,1004436127,conversion,1004106427,,,edge,ZA
1772194714790,1004436127,conversion,1004106427,,,chrome,ZA
1772194426267,1004436128,conversion,1004106427,,,chrome,ZA
1772192952541,1004436128,conversion,1004106427,,,safari,ZA
1772192690345,1004436127,conversion,1004106427,,,safari,ZA
1772192685319,1004436128,conversion,1004106427,,,safari,GB
1772191378570,1004436127,conversion,1004106427,,,chrome,ZA
1772190606942,1004436127,conversion,1004106427,,,safari,ZA
1772190115987,1004436127,conversion,1004106427,,,chrome,ZA
1772188482287,1004436128,conversion,1004106427,,,chrome,ZA
1772188339139,1004436128,conversion,1004106427,,,chrome,ZA
1772186730502,1004436128,conversion,1004106427,,,edge,ZA
1772186667255,1004436128,conversion,1004106427,,,edge,ZA
1772185644952,1004436127,conversion,1004106427,,,chrome,ZA
1772185412792,1004436127,conversion,1004106427,,,safari,ZA
1772184589477,1004436127,conversion,1004106427,,,safari,ZA
1772183183110,1004436127,conversion,1004106427,,,safari,ZA
